# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2010-10-07 01:06:06 EDT       (vaww01)
#
# Data for the following site(s) are contained in this file
#    USGS 04015330 KNIFE RIVER NEAR TWO HARBORS, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04015330
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     Ice  Ice affected  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	04015330	2008-05-04	399	A
USGS	04015330	2008-05-05	258	A
USGS	04015330	2008-05-06	191	A
USGS	04015330	2008-05-07	192	A
USGS	04015330	2008-05-08	167	A
USGS	04015330	2008-05-09	132	A
USGS	04015330	2008-05-10	111	A
USGS	04015330	2008-05-11	123	A
USGS	04015330	2008-05-12	117	A
USGS	04015330	2008-05-13	104	A
USGS	04015330	2008-05-14	114	A
USGS	04015330	2008-05-15	99	A
USGS	04015330	2008-05-16	86	A
USGS	04015330	2008-05-17	82	A
USGS	04015330	2008-05-18	76	A
USGS	04015330	2008-05-19	68	A
USGS	04015330	2008-05-20	61	A
USGS	04015330	2008-05-21	54	A
USGS	04015330	2008-05-22	47	A
USGS	04015330	2008-05-23	42	A
USGS	04015330	2008-05-24	39	A
USGS	04015330	2008-05-25	43	A
USGS	04015330	2008-05-26	59	A
USGS	04015330	2008-05-27	62	A
USGS	04015330	2008-05-28	52	A
USGS	04015330	2008-05-29	44	A
USGS	04015330	2008-05-30	72	A
USGS	04015330	2008-05-31	83	A
USGS	04015330	2008-06-01	64	A
USGS	04015330	2008-06-02	52	A
USGS	04015330	2008-06-03	45	A
USGS	04015330	2008-06-04	38	A
USGS	04015330	2008-06-05	41	A
USGS	04015330	2008-06-06	1560	A
USGS	04015330	2008-06-07	621	A
USGS	04015330	2008-06-08	327	A
USGS	04015330	2008-06-09	390	A
USGS	04015330	2008-06-10	273	A
USGS	04015330	2008-06-11	219	A
USGS	04015330	2008-06-12	548	A
USGS	04015330	2008-06-13	359	A
USGS	04015330	2008-06-14	228	A
USGS	04015330	2008-06-15	148	A
USGS	04015330	2008-06-16	104	A
USGS	04015330	2008-06-17	79	A
USGS	04015330	2008-06-18	64	A
USGS	04015330	2008-06-19	52	A
USGS	04015330	2008-06-20	47	A
USGS	04015330	2008-06-21	44	A
USGS	04015330	2008-06-22	41	A
USGS	04015330	2008-06-23	55	A
USGS	04015330	2008-06-24	49	A
USGS	04015330	2008-06-25	39	A
USGS	04015330	2008-06-26	34	A
USGS	04015330	2008-06-27	31	A
USGS	04015330	2008-06-28	56	A
USGS	04015330	2008-06-29	44	A
USGS	04015330	2008-06-30	32	A
USGS	04015330	2008-07-01	25	A
USGS	04015330	2008-07-02	21	A
USGS	04015330	2008-07-03	18	A
USGS	04015330	2008-07-04	16	A
USGS	04015330	2008-07-05	14	A
USGS	04015330	2008-07-06	13	A
USGS	04015330	2008-07-07	13	A
USGS	04015330	2008-07-08	11	A
USGS	04015330	2008-07-09	11	A
USGS	04015330	2008-07-10	11	A
USGS	04015330	2008-07-11	12	A
USGS	04015330	2008-07-12	17	A
USGS	04015330	2008-07-13	15	A
USGS	04015330	2008-07-14	12	A
USGS	04015330	2008-07-15	27	A
USGS	04015330	2008-07-16	34	A
USGS	04015330	2008-07-17	24	A
USGS	04015330	2008-07-18	18	A
USGS	04015330	2008-07-19	15	A
USGS	04015330	2008-07-20	14	A
USGS	04015330	2008-07-21	17	A
USGS	04015330	2008-07-22	17	A
USGS	04015330	2008-07-23	13	A
USGS	04015330	2008-07-24	12	A
USGS	04015330	2008-07-25	15	A
USGS	04015330	2008-07-26	16	A
USGS	04015330	2008-07-27	12	A
USGS	04015330	2008-07-28	10	A
USGS	04015330	2008-07-29	9.4	A
USGS	04015330	2008-07-30	9.2	A
USGS	04015330	2008-07-31	8.6	A
USGS	04015330	2008-08-01	8.0	A
USGS	04015330	2008-08-02	7.6	A
USGS	04015330	2008-08-03	7.2	A
USGS	04015330	2008-08-04	7.1	A
USGS	04015330	2008-08-05	7.1	A
USGS	04015330	2008-08-06	6.8	A
USGS	04015330	2008-08-07	6.7	A
USGS	04015330	2008-08-08	6.6	A
USGS	04015330	2008-08-09	6.3	A
USGS	04015330	2008-08-10	5.9	A
USGS	04015330	2008-08-11	5.9	A
USGS	04015330	2008-08-12	5.9	A
USGS	04015330	2008-08-13	6.5	A
USGS	04015330	2008-08-14	7.8	A
USGS	04015330	2008-08-15	7.7	A
USGS	04015330	2008-08-16	6.7	A
USGS	04015330	2008-08-17	6.0	A
USGS	04015330	2008-08-18	5.7	A
USGS	04015330	2008-08-19	5.3	A
USGS	04015330	2008-08-20	5.4	A
USGS	04015330	2008-08-21	5.5	A
USGS	04015330	2008-08-22	5.5	A
USGS	04015330	2008-08-23	5.4	A
USGS	04015330	2008-08-24	5.8	A
USGS	04015330	2008-08-25	5.6	A
USGS	04015330	2008-08-26	5.0	A
USGS	04015330	2008-08-27	5.1	A
USGS	04015330	2008-08-28	46	A
USGS	04015330	2008-08-29	37	A
USGS	04015330	2008-08-30	18	A
USGS	04015330	2008-08-31	11	A
USGS	04015330	2008-09-01	8.3	A
USGS	04015330	2008-09-02	8.3	A
USGS	04015330	2008-09-03	15	A
USGS	04015330	2008-09-04	12	A
USGS	04015330	2008-09-05	8.0	A
USGS	04015330	2008-09-06	6.9	A
USGS	04015330	2008-09-07	7.0	A
USGS	04015330	2008-09-08	6.8	A
USGS	04015330	2008-09-09	6.5	A
USGS	04015330	2008-09-10	5.5	A
USGS	04015330	2008-09-11	7.4	A
USGS	04015330	2008-09-12	23	A
USGS	04015330	2008-09-13	16	A
USGS	04015330	2008-09-14	18	A
USGS	04015330	2008-09-15	20	A
USGS	04015330	2008-09-16	14	A
USGS	04015330	2008-09-17	10	A
USGS	04015330	2008-09-18	7.5	A
USGS	04015330	2008-09-19	6.5	A
USGS	04015330	2008-09-20	5.8	A
USGS	04015330	2008-09-21	5.3	A
USGS	04015330	2008-09-22	5.0	A
USGS	04015330	2008-09-23	7.3	A
USGS	04015330	2008-09-24	94	A
USGS	04015330	2008-09-25	60	A
USGS	04015330	2008-09-26	41	A
USGS	04015330	2008-09-27	262	A
USGS	04015330	2008-09-28	149	A
USGS	04015330	2008-09-29	108	A
USGS	04015330	2008-09-30	78	A
USGS	04015330	2008-10-01	58	A
USGS	04015330	2008-10-02	44	A
USGS	04015330	2008-10-03	33	A
USGS	04015330	2008-10-04	26	A
USGS	04015330	2008-10-05	21	A
USGS	04015330	2008-10-06	21	A
USGS	04015330	2008-10-07	57	A
USGS	04015330	2008-10-08	227	A
USGS	04015330	2008-10-09	127	A
USGS	04015330	2008-10-10	97	A
USGS	04015330	2008-10-11	131	A
USGS	04015330	2008-10-12	176	A
USGS	04015330	2008-10-13	142	A
USGS	04015330	2008-10-14	145	A
USGS	04015330	2008-10-15	98	A
USGS	04015330	2008-10-16	76	A
USGS	04015330	2008-10-17	61	A
USGS	04015330	2008-10-18	53	A
USGS	04015330	2008-10-19	47	A
USGS	04015330	2008-10-20	41	A
USGS	04015330	2008-10-21	37	A
USGS	04015330	2008-10-22	32	A
USGS	04015330	2008-10-23	29	A
USGS	04015330	2008-10-24	30	A
USGS	04015330	2008-10-25	110	A
USGS	04015330	2008-10-26	111	A
USGS	04015330	2008-10-27	93	A
USGS	04015330	2008-10-28	75	A
USGS	04015330	2008-10-29	61	A
USGS	04015330	2008-10-30	53	A
USGS	04015330	2008-10-31	47	A
USGS	04015330	2008-11-01	40	A
USGS	04015330	2008-11-02	36	A
USGS	04015330	2008-11-03	34	A
USGS	04015330	2008-11-04	33	A
USGS	04015330	2008-11-05	49	A
USGS	04015330	2008-11-06	187	A
USGS	04015330	2008-11-07	249	A
USGS	04015330	2008-11-08	188	A
USGS	04015330	2008-11-09	132	A
USGS	04015330	2008-11-10	97	A
USGS	04015330	2008-11-11	74	A
USGS	04015330	2008-11-12	71	A
USGS	04015330	2008-11-13	75	A
USGS	04015330	2008-11-14	85	A
USGS	04015330	2008-11-15	75	A
USGS	04015330	2008-11-16	63	A
USGS	04015330	2008-11-17	51	A
USGS	04015330	2008-11-18	60	A
USGS	04015330	2008-11-19	57	A
USGS	04015330	2008-11-20	47	A
USGS	04015330	2008-11-21	42	Ae
USGS	04015330	2008-11-22	40	Ae
USGS	04015330	2008-11-23	39	Ae
USGS	04015330	2008-11-24	37	Ae
USGS	04015330	2008-11-25	37	Ae
USGS	04015330	2008-11-26	35	Ae
USGS	04015330	2008-11-27	33	Ae
USGS	04015330	2008-11-28	29	Ae
USGS	04015330	2008-11-29	23	Ae
USGS	04015330	2008-11-30	18	Ae
USGS	04015330	2008-12-01	15	Ae
USGS	04015330	2008-12-02	13	Ae
USGS	04015330	2008-12-03	11	Ae
USGS	04015330	2008-12-04	9.4	Ae
USGS	04015330	2008-12-05	8.0	Ae
USGS	04015330	2008-12-06	7.3	Ae
USGS	04015330	2008-12-07	7.2	Ae
USGS	04015330	2008-12-08	7.0	Ae
USGS	04015330	2008-12-09	6.8	Ae
USGS	04015330	2008-12-10	7.0	Ae
USGS	04015330	2008-12-11	6.9	Ae
USGS	04015330	2008-12-12	6.8	Ae
USGS	04015330	2008-12-13	6.6	Ae
USGS	04015330	2008-12-14	6.6	Ae
USGS	04015330	2008-12-15	6.5	Ae
USGS	04015330	2008-12-16	6.5	Ae
USGS	04015330	2008-12-17	6.5	Ae
USGS	04015330	2008-12-18	6.5	Ae
USGS	04015330	2008-12-19	6.4	Ae
USGS	04015330	2008-12-20	6.3	Ae
USGS	04015330	2008-12-21	6.2	Ae
USGS	04015330	2008-12-22	6.1	Ae
USGS	04015330	2008-12-23	6.0	Ae
USGS	04015330	2008-12-24	6.1	Ae
USGS	04015330	2008-12-25	6.0	Ae
USGS	04015330	2008-12-26	6.0	Ae
USGS	04015330	2008-12-27	6.0	Ae
USGS	04015330	2008-12-28	6.0	Ae
USGS	04015330	2008-12-29	6.0	Ae
USGS	04015330	2008-12-30	6.0	Ae
USGS	04015330	2008-12-31	6.0	Ae
USGS	04015330	2009-01-01	5.9	Ae
USGS	04015330	2009-01-02	5.9	Ae
USGS	04015330	2009-01-03	5.9	Ae
USGS	04015330	2009-01-04	5.9	Ae
USGS	04015330	2009-01-05	5.9	Ae
USGS	04015330	2009-01-06	5.8	Ae
USGS	04015330	2009-01-07	5.7	Ae
USGS	04015330	2009-01-08	5.7	Ae
USGS	04015330	2009-01-09	5.7	Ae
USGS	04015330	2009-01-10	5.7	Ae
USGS	04015330	2009-01-11	5.7	Ae
USGS	04015330	2009-01-12	5.7	Ae
USGS	04015330	2009-01-13	5.7	Ae
USGS	04015330	2009-01-14	5.7	Ae
USGS	04015330	2009-01-15	5.7	Ae
USGS	04015330	2009-01-16	5.7	Ae
USGS	04015330	2009-01-17	5.6	Ae
USGS	04015330	2009-01-18	5.5	Ae
USGS	04015330	2009-01-19	5.5	Ae
USGS	04015330	2009-01-20	5.7	Ae
USGS	04015330	2009-01-21	5.7	Ae
USGS	04015330	2009-01-22	5.7	Ae
USGS	04015330	2009-01-23	5.7	Ae
USGS	04015330	2009-01-24	5.7	Ae
USGS	04015330	2009-01-25	5.7	Ae
USGS	04015330	2009-01-26	5.7	Ae
USGS	04015330	2009-01-27	5.5	Ae
USGS	04015330	2009-01-28	5.3	Ae
USGS	04015330	2009-01-29	5.3	Ae
USGS	04015330	2009-01-30	5.2	Ae
USGS	04015330	2009-01-31	5.2	Ae
USGS	04015330	2009-02-01	5.1	Ae
USGS	04015330	2009-02-02	5.1	Ae
USGS	04015330	2009-02-03	5.1	Ae
USGS	04015330	2009-02-04	5.1	Ae
USGS	04015330	2009-02-05	5.1	Ae
USGS	04015330	2009-02-06	5.0	Ae
USGS	04015330	2009-02-07	5.1	Ae
USGS	04015330	2009-02-08	5.1	Ae
USGS	04015330	2009-02-09	5.4	Ae
USGS	04015330	2009-02-10	5.9	Ae
USGS	04015330	2009-02-11	6.3	Ae
USGS	04015330	2009-02-12	7.1	Ae
USGS	04015330	2009-02-13	8.0	Ae
USGS	04015330	2009-02-14	10	Ae
USGS	04015330	2009-02-15	17	Ae
USGS	04015330	2009-02-16	41	Ae
USGS	04015330	2009-02-17	50	Ae
USGS	04015330	2009-02-18	33	Ae
USGS	04015330	2009-02-19	18	Ae
USGS	04015330	2009-02-20	11	Ae
USGS	04015330	2009-02-21	8.4	Ae
USGS	04015330	2009-02-22	7.0	Ae
USGS	04015330	2009-02-23	6.9	Ae
USGS	04015330	2009-02-24	6.9	Ae
USGS	04015330	2009-02-25	6.9	Ae
USGS	04015330	2009-02-26	6.9	Ae
USGS	04015330	2009-02-27	6.8	Ae
USGS	04015330	2009-02-28	6.7	Ae
USGS	04015330	2009-03-01	6.6	Ae
USGS	04015330	2009-03-02	6.5	Ae
USGS	04015330	2009-03-03	6.5	Ae
USGS	04015330	2009-03-04	6.6	Ae
USGS	04015330	2009-03-05	6.7	Ae
USGS	04015330	2009-03-06	7.0	Ae
USGS	04015330	2009-03-07	8.7	Ae
USGS	04015330	2009-03-08	9.7	Ae
USGS	04015330	2009-03-09	11	A
USGS	04015330	2009-03-10	11	A
USGS	04015330	2009-03-11	11	A
USGS	04015330	2009-03-12	10	A
USGS	04015330	2009-03-13	10	A
USGS	04015330	2009-03-14	10	A
USGS	04015330	2009-03-15	12	A
USGS	04015330	2009-03-16	20	Ae
USGS	04015330	2009-03-17	102	Ae
USGS	04015330	2009-03-18	140	Ae
USGS	04015330	2009-03-19	100	Ae
USGS	04015330	2009-03-20	150	Ae
USGS	04015330	2009-03-21	170	Ae
USGS	04015330	2009-03-22	200	Ae
USGS	04015330	2009-03-23	330	Ae
USGS	04015330	2009-03-24	1100	Ae
USGS	04015330	2009-03-25	1200	Ae
USGS	04015330	2009-03-26	600	Ae
USGS	04015330	2009-03-27	508	Ae
USGS	04015330	2009-03-28	290	Ae
USGS	04015330	2009-03-29	231	A
USGS	04015330	2009-03-30	198	A
USGS	04015330	2009-03-31	154	A
USGS	04015330	2009-04-01	107	A
USGS	04015330	2009-04-02	128	A
USGS	04015330	2009-04-03	116	A
USGS	04015330	2009-04-04	103	A
USGS	04015330	2009-04-05	100	A
USGS	04015330	2009-04-06	106	A
USGS	04015330	2009-04-07	125	A
USGS	04015330	2009-04-08	149	A
USGS	04015330	2009-04-09	241	A
USGS	04015330	2009-04-10	349	A
USGS	04015330	2009-04-11	412	A
USGS	04015330	2009-04-12	480	A
USGS	04015330	2009-04-13	513	A
USGS	04015330	2009-04-14	566	A
USGS	04015330	2009-04-15	692	A
USGS	04015330	2009-04-16	724	A
USGS	04015330	2009-04-17	884	A
USGS	04015330	2009-04-18	1090	A
USGS	04015330	2009-04-19	667	A
USGS	04015330	2009-04-20	519	A
USGS	04015330	2009-04-21	408	A
USGS	04015330	2009-04-22	398	A
USGS	04015330	2009-04-23	334	A
USGS	04015330	2009-04-24	352	A
USGS	04015330	2009-04-25	334	A
USGS	04015330	2009-04-26	258	A
USGS	04015330	2009-04-27	455	A
USGS	04015330	2009-04-28	331	A
USGS	04015330	2009-04-29	228	A
USGS	04015330	2009-04-30	376	A
USGS	04015330	2009-05-01	335	A
USGS	04015330	2009-05-02	234	A
USGS	04015330	2009-05-03	183	A
USGS	04015330	2009-05-04	150	A
USGS	04015330	2009-05-05	135	A
USGS	04015330	2009-05-06	196	A
USGS	04015330	2009-05-07	165	A
USGS	04015330	2009-05-08	133	A
USGS	04015330	2009-05-09	110	A
USGS	04015330	2009-05-10	98	A
USGS	04015330	2009-05-11	85	A
USGS	04015330	2009-05-12	76	A
USGS	04015330	2009-05-13	72	A
USGS	04015330	2009-05-14	69	A
USGS	04015330	2009-05-15	64	A
USGS	04015330	2009-05-16	95	A
USGS	04015330	2009-05-17	93	A
USGS	04015330	2009-05-18	75	A
USGS	04015330	2009-05-19	66	A
USGS	04015330	2009-05-20	59	A
USGS	04015330	2009-05-21	55	A
USGS	04015330	2009-05-22	49	A
USGS	04015330	2009-05-23	44	A
USGS	04015330	2009-05-24	39	A
USGS	04015330	2009-05-25	34	A
USGS	04015330	2009-05-26	31	A
USGS	04015330	2009-05-27	30	A
USGS	04015330	2009-05-28	29	A
USGS	04015330	2009-05-29	25	A
USGS	04015330	2009-05-30	23	A
USGS	04015330	2009-05-31	22	A
USGS	04015330	2009-06-01	38	A
USGS	04015330	2009-06-02	40	A
USGS	04015330	2009-06-03	32	A
USGS	04015330	2009-06-04	26	A
USGS	04015330	2009-06-05	22	A
USGS	04015330	2009-06-06	19	A
USGS	04015330	2009-06-07	20	A
USGS	04015330	2009-06-08	31	A
USGS	04015330	2009-06-09	112	A
USGS	04015330	2009-06-10	83	A
USGS	04015330	2009-06-11	60	A
USGS	04015330	2009-06-12	46	A
USGS	04015330	2009-06-13	37	A
USGS	04015330	2009-06-14	34	A
USGS	04015330	2009-06-15	29	A
USGS	04015330	2009-06-16	23	A
USGS	04015330	2009-06-17	19	A
USGS	04015330	2009-06-18	16	A
USGS	04015330	2009-06-19	17	A
USGS	04015330	2009-06-20	20	A
USGS	04015330	2009-06-21	16	A
USGS	04015330	2009-06-22	14	A
USGS	04015330	2009-06-23	23	A
USGS	04015330	2009-06-24	18	A
USGS	04015330	2009-06-25	14	A
USGS	04015330	2009-06-26	11	A
USGS	04015330	2009-06-27	9.5	A
USGS	04015330	2009-06-28	9.7	A
USGS	04015330	2009-06-29	9.9	A
USGS	04015330	2009-06-30	9.5	A
USGS	04015330	2009-07-01	9.2	A
USGS	04015330	2009-07-02	8.6	A
USGS	04015330	2009-07-03	8.3	A
USGS	04015330	2009-07-04	7.6	A
USGS	04015330	2009-07-05	6.8	A
USGS	04015330	2009-07-06	6.1	A
USGS	04015330	2009-07-07	5.6	A
USGS	04015330	2009-07-08	5.5	A
USGS	04015330	2009-07-09	5.4	A
USGS	04015330	2009-07-10	5.4	A
USGS	04015330	2009-07-11	5.2	A
USGS	04015330	2009-07-12	4.7	A
USGS	04015330	2009-07-13	4.4	A
USGS	04015330	2009-07-14	4.9	A
USGS	04015330	2009-07-15	19	A
USGS	04015330	2009-07-16	17	A
USGS	04015330	2009-07-17	11	A
USGS	04015330	2009-07-18	9.6	A
USGS	04015330	2009-07-19	8.6	A
USGS	04015330	2009-07-20	7.5	A
USGS	04015330	2009-07-21	17	A
USGS	04015330	2009-07-22	44	A
USGS	04015330	2009-07-23	41	A
USGS	04015330	2009-07-24	30	A
USGS	04015330	2009-07-25	22	A
USGS	04015330	2009-07-26	17	A
USGS	04015330	2009-07-27	15	A
USGS	04015330	2009-07-28	12	A
USGS	04015330	2009-07-29	9.4	A
USGS	04015330	2009-07-30	9.6	A
USGS	04015330	2009-07-31	11	A
USGS	04015330	2009-08-01	11	A
USGS	04015330	2009-08-02	10	A
USGS	04015330	2009-08-03	8.6	A
USGS	04015330	2009-08-04	7.9	A
USGS	04015330	2009-08-05	7.1	A
USGS	04015330	2009-08-06	6.4	A
USGS	04015330	2009-08-07	6.2	A
USGS	04015330	2009-08-08	6.8	A
USGS	04015330	2009-08-09	16	A
USGS	04015330	2009-08-10	23	A
USGS	04015330	2009-08-11	13	A
USGS	04015330	2009-08-12	9.6	A
USGS	04015330	2009-08-13	7.7	A
USGS	04015330	2009-08-14	6.6	A
USGS	04015330	2009-08-15	6.3	A
USGS	04015330	2009-08-16	14	A
USGS	04015330	2009-08-17	15	A
USGS	04015330	2009-08-18	13	A
USGS	04015330	2009-08-19	22	A
USGS	04015330	2009-08-20	394	A
USGS	04015330	2009-08-21	268	A
USGS	04015330	2009-08-22	137	A
USGS	04015330	2009-08-23	76	A
USGS	04015330	2009-08-24	51	A
USGS	04015330	2009-08-25	37	A
USGS	04015330	2009-08-26	25	A
USGS	04015330	2009-08-27	18	A
USGS	04015330	2009-08-28	28	A
USGS	04015330	2009-08-29	58	A
USGS	04015330	2009-08-30	44	A
USGS	04015330	2009-08-31	30	A
USGS	04015330	2009-09-01	21	A
USGS	04015330	2009-09-02	16	A
USGS	04015330	2009-09-03	14	A
USGS	04015330	2009-09-04	11	A
USGS	04015330	2009-09-05	9.9	A
USGS	04015330	2009-09-06	8.8	A
USGS	04015330	2009-09-07	8.1	A
USGS	04015330	2009-09-08	7.6	A
USGS	04015330	2009-09-09	7.2	A
USGS	04015330	2009-09-10	7.4	A
USGS	04015330	2009-09-11	8.2	A
USGS	04015330	2009-09-12	7.5	A
USGS	04015330	2009-09-13	7.2	A
USGS	04015330	2009-09-14	6.7	A
USGS	04015330	2009-09-15	6.4	A
USGS	04015330	2009-09-16	6.3	A
USGS	04015330	2009-09-17	6.1	A
USGS	04015330	2009-09-18	6.0	A
USGS	04015330	2009-09-19	5.9	A
USGS	04015330	2009-09-20	6.3	A
USGS	04015330	2009-09-21	6.2	A
USGS	04015330	2009-09-22	6.2	A
USGS	04015330	2009-09-23	6.4	A
USGS	04015330	2009-09-24	6.3	A
USGS	04015330	2009-09-25	6.0	A
USGS	04015330	2009-09-26	6.2	A
USGS	04015330	2009-09-27	6.6	A
USGS	04015330	2009-09-28	7.3	A
USGS	04015330	2009-09-29	8.2	A
USGS	04015330	2009-09-30	7.7	A
USGS	04015330	2009-10-01	7.2	A
USGS	04015330	2009-10-02	7.1	A
USGS	04015330	2009-10-03	7.9	A
USGS	04015330	2009-10-04	9.2	A
USGS	04015330	2009-10-05	10	A
USGS	04015330	2009-10-06	12	A
USGS	04015330	2009-10-07	16	A
USGS	04015330	2009-10-08	15	A
USGS	04015330	2009-10-09	12	A
USGS	04015330	2009-10-10	10	A
USGS	04015330	2009-10-11	9.5	A
USGS	04015330	2009-10-12	9.5	A
USGS	04015330	2009-10-13	9.7	A
USGS	04015330	2009-10-14	9.5	A
USGS	04015330	2009-10-15	11	A
USGS	04015330	2009-10-16	16	A
USGS	04015330	2009-10-17	16	A
USGS	04015330	2009-10-18	14	A
USGS	04015330	2009-10-19	13	A
USGS	04015330	2009-10-20	14	P
USGS	04015330	2009-10-21	39	P
USGS	04015330	2009-10-22	97	P
USGS	04015330	2009-10-23	76	P
USGS	04015330	2009-10-24	88	P
USGS	04015330	2009-10-25	98	P
USGS	04015330	2009-10-26	191	P
USGS	04015330	2009-10-27	133	P
USGS	04015330	2009-10-28	95	P
USGS	04015330	2009-10-29	112	P
USGS	04015330	2009-10-30	524	P
USGS	04015330	2009-10-31	351	P
USGS	04015330	2009-11-01	187	P
USGS	04015330	2009-11-02	145	P
USGS	04015330	2009-11-03	108	P
USGS	04015330	2009-11-04	90	P
USGS	04015330	2009-11-05	80	P
USGS	04015330	2009-11-06	67	P
USGS	04015330	2009-11-07	62	P
USGS	04015330	2009-11-08	55	P
USGS	04015330	2009-11-09	50	P
USGS	04015330	2009-11-10	45	P
USGS	04015330	2009-11-11	42	P
USGS	04015330	2009-11-12	39	P
USGS	04015330	2009-11-13	38	P
USGS	04015330	2009-11-14	106	P
USGS	04015330	2009-11-15	145	P
USGS	04015330	2009-11-16	99	P
USGS	04015330	2009-11-17	77	P
USGS	04015330	2009-11-18	64	P
USGS	04015330	2009-11-19	58	P
USGS	04015330	2009-11-20	55	P
USGS	04015330	2009-11-21	51	P
USGS	04015330	2009-11-22	47	P
USGS	04015330	2009-11-23	53	P
USGS	04015330	2009-11-24	64	P
USGS	04015330	2009-11-25	62	P
USGS	04015330	2009-11-26	57	P
USGS	04015330	2009-11-27	50	P
USGS	04015330	2009-11-28	Ice	P
USGS	04015330	2009-11-29	Ice	P
USGS	04015330	2009-11-30	Ice	P
USGS	04015330	2009-12-01	Ice	P
USGS	04015330	2009-12-02	Ice	P
USGS	04015330	2009-12-03	Ice	P
USGS	04015330	2009-12-04	Ice	P
USGS	04015330	2009-12-05	Ice	P
USGS	04015330	2009-12-06	Ice	P
USGS	04015330	2009-12-07	Ice	P
USGS	04015330	2009-12-08	Ice	P
USGS	04015330	2009-12-09	Ice	P
USGS	04015330	2009-12-10	Ice	P
USGS	04015330	2009-12-11	Ice	P
USGS	04015330	2009-12-12	Ice	P
USGS	04015330	2009-12-13	Ice	P
USGS	04015330	2009-12-14	Ice	P
USGS	04015330	2009-12-15	Ice	P
USGS	04015330	2009-12-16	Ice	P
USGS	04015330	2009-12-17	Ice	P
USGS	04015330	2009-12-18	Ice	P
USGS	04015330	2009-12-19	Ice	P
USGS	04015330	2009-12-20	Ice	P
USGS	04015330	2009-12-21	Ice	P
USGS	04015330	2009-12-22	Ice	P
USGS	04015330	2009-12-23	Ice	P
USGS	04015330	2009-12-24	Ice	P
USGS	04015330	2009-12-25	Ice	P
USGS	04015330	2009-12-26	Ice	P
USGS	04015330	2009-12-27	Ice	P
USGS	04015330	2009-12-28	Ice	P
USGS	04015330	2009-12-29	Ice	P
USGS	04015330	2009-12-30	Ice	P
USGS	04015330	2009-12-31	Ice	P
USGS	04015330	2010-01-01	Ice	P
USGS	04015330	2010-01-02	Ice	P
USGS	04015330	2010-01-03	Ice	P
USGS	04015330	2010-01-04	Ice	P
USGS	04015330	2010-01-05	Ice	P
USGS	04015330	2010-01-06	Ice	P
USGS	04015330	2010-01-07	Ice	P
USGS	04015330	2010-01-08	Ice	P
USGS	04015330	2010-01-09	Ice	P
USGS	04015330	2010-01-10	Ice	P
USGS	04015330	2010-01-11	Ice	P
USGS	04015330	2010-01-12	Ice	P
USGS	04015330	2010-01-13	Ice	P
USGS	04015330	2010-01-14	Ice	P
USGS	04015330	2010-01-15	Ice	P
USGS	04015330	2010-01-16	Ice	P
USGS	04015330	2010-01-17	Ice	P
USGS	04015330	2010-01-18	Ice	P
USGS	04015330	2010-01-19	Ice	P
USGS	04015330	2010-01-20	Ice	P
USGS	04015330	2010-01-21	Ice	P
USGS	04015330	2010-01-22	Ice	P
USGS	04015330	2010-01-23	Ice	P
USGS	04015330	2010-01-24	Ice	P
USGS	04015330	2010-01-25	Ice	P
USGS	04015330	2010-01-26	Ice	P
USGS	04015330	2010-01-27	Ice	P
USGS	04015330	2010-01-28	Ice	P
USGS	04015330	2010-01-29	Ice	P
USGS	04015330	2010-01-30	Ice	P
USGS	04015330	2010-01-31	Ice	P
USGS	04015330	2010-02-01	Ice	P
USGS	04015330	2010-02-02	Ice	P
USGS	04015330	2010-02-03	Ice	P
USGS	04015330	2010-02-04	Ice	P
USGS	04015330	2010-02-05	Ice	P
USGS	04015330	2010-02-06	Ice	P
USGS	04015330	2010-02-07	Ice	P
USGS	04015330	2010-02-08	Ice	P
USGS	04015330	2010-02-09	Ice	P
USGS	04015330	2010-02-10	Ice	P
USGS	04015330	2010-02-11	Ice	P
USGS	04015330	2010-02-12	Ice	P
USGS	04015330	2010-02-13	Ice	P
USGS	04015330	2010-02-14	Ice	P
USGS	04015330	2010-02-15	Ice	P
USGS	04015330	2010-02-16	Ice	P
USGS	04015330	2010-02-17	Ice	P
USGS	04015330	2010-02-18	Ice	P
USGS	04015330	2010-02-19	Ice	P
USGS	04015330	2010-02-20	Ice	P
USGS	04015330	2010-02-21	Ice	P
USGS	04015330	2010-02-22	Ice	P
USGS	04015330	2010-02-23	Ice	P
USGS	04015330	2010-02-24	Ice	P
USGS	04015330	2010-02-25	Ice	P
USGS	04015330	2010-02-26	Ice	P
USGS	04015330	2010-02-27	Ice	P
